id,question_type,question_th,question_en,answer_th,answer_en,active,order_no,create_date,update_date
233,กฎหมายระเบียบ,การติดฉลากอาหารก่อภูมิแพ้ของฮ่องกง : มีการกำหนดระดับต้านทาน (tolerance limit) ของสารก่อภูมิแพ้ในอาหารหรือไม่,,ไม่มี เนื่องจากถือว่าจำนวนของโปรตีนก่อภูมิแพ้ถึงแม้จจะเป็นจำนวนน้อยก็สามารถที่จะก่อให้เกิดปฏิกิริยาภูมิแพ้ในผู้บริโภคได้ ,,Y,233,2019-02-21 10:52:28,2019-02-21 10:52:28
234,กฎหมายระเบียบ,"การติดฉลากอาหารก่อภูมิแพ้ของฮ่องกง : จะใช้คำว่า ""may contain allergens"" ในฉลากอาหารได้หรือไม่",,"ในปัจจุบันไม่มีข้อตกลงระหว่างประเทศใดๆที่กำหนดเรื่องการใช้ข้อความคำเตือนเรื่องอาหารก่อภูมิแพ้ในฉลากอาหาร ในทางการค้าเรามีแนวโน้มที่จะยอมรับการใช้ข้อความเตือนแต่ต้องระบุชนิดสารก่อภูมิแพ้เฉพาะ ไม่ใช่คำเตือนกว้างๆ ข้อความควรจะปรากฎในตอนท้ายหรือในระหว่างรายชื่อส่วนประกอบ ถ้าไม่มีการใช้สารก่อภูมิแพ้นั้นในส่วนประกอบอาหารแต่มีการผลิตในสายการผลิตที่ร่วมกับการผลิตที่มีการใช้ผลิตภณฑ์ที่มีสารก่อภูมิแพ้หรือในโรงงานเดียวกับอาหารก่อภูมิแพ้ คำกล่าวเตือนควรจะเป็นดังนี้ ""May contain traces of (NAME OF ALLERGEN)"" ; ""Contains traces of (NAME OF ALLERGEN)"" ; or ""Produced in a factory where (NAME OF ALLERGEN)is also handled"" อย่างไรก็ตาม การใช้ข้อความเตือนนี้ไม่สามารถจะเน้นมากเกินไปและต้องไม่ใช้เป็นหนทางในการหลีกเลี่ยงความรับผิดชอบในการป้องกันไว้ก่อนอย่างสมเหตุสมผลในการป้องกันการปนเปื้อนข้าม",,Y,234,2019-02-21 10:52:28,2019-02-21 10:52:28
235,กฎหมายระเบียบ,การติดฉลากอาหารก่อภูมิแพ้ของฮ่องกง : มีการศึกษาว่าน้ำมันถั่วลิสงบริสุทธิ์ (refined peanut oil) ไม่ก่อให้เกิดภูมิแพ้ต่อผู้บริโภคที่มีปัญหาภูมิแพ้ถั่วลิสง น้ำมันถั่วลิสงบริโภคอาหารก่อภูมิแพ้หรือไม่,,ผลิตภัณฑ์ดังกล่าวไม่ได้รับการยกเว้นออกจากระเบียบการติดฉลากอาหารก่อภูมิแพ้ ถ้าน้ำมันถั่วลิสงบริษัทเป็นผลิตภัณฑ์เดี่ยวและชื่อผลิตภัณฑ์ก็ได้มีการระบุชัดเจนว่าถั่วลิสงแล้วถือว่า สอดคล้องกับระเบียบนี้แล้ว อย่างไรก็ตาม หากน้ำมันถั่วลิสงมีส่วนประกอบมากกว่า 1 ชนิด นอกเหนือจากน้ำมันถั่วลิสงแล้ว การระบุชื่ออาหารก่อภูมิแพ้ต้องเป็นไปตามระเบียบ ,,Y,235,2019-02-21 10:52:28,2019-02-21 10:52:28
236,กฎหมายระเบียบ,การติดฉลากอาหารก่อภูมิแพ้ของฮ่องกง : เพื่อหลีกเลี่ยงการมีรายชื่อส่วนประกอบอาหาร (List of ingredients) จำนวนมาก จะเป็นที่ยอมรับหรือไม่ในการจะระบุอาหารก่อภูมิแพ้ในที่อื่นๆซึ่งไม่ใช่รายชื่อส่วนประกอบ,,"ไม่ได้ สารก่อภูมิแพ้จะต้องระบุในชื่อส่วนประกอบอาหาร อย่างไรก็ตามการจะมีข้อความเพิ่มเติม เช่น ""this food contains (NAME OF ALLERGEN)"" อาจพิมพ์ในส่วนอื่นๆของฉลากให้ชัดเจนเพื่อกระตุ้นให้ผู้บริโภครับทราบได้ ",,Y,236,2019-02-21 10:52:28,2019-02-21 10:52:28
237,กฎหมายระเบียบ,การติดฉลากอาหารก่อภูมิแพ้ของฮ่องกง : มีความจำเป็นหรือไม่ที่จะระบุชื่อสารก่อภูมิแพ้ในรายชื่อส่วนประกอบหากชื่อของอาหารโดยตัวมันเองแล้วระบุการมีอยู่ของสารภูมิแพ้,,หากเป็นผลิตภัณฑ์ที่มีส่วนประกอบเดียว เช่น น้ำมันถั่วลิสง ก็จะรับการยกเว้นไม่ต้องติดฉลากอาหารก่อภูมิแพ้ในรายชื่อส่วนประกอบ เนื่องจากได้ระบุการมีอยู่ของสารก่อภูมิแพ้แล้วในชื่อ แต่หากผลิตภัณฑ์ใดมีส่วนประกอบมากกว่า 1 ชนิด จำเป็นต้องระบุสารก่อภูมิแพ้ในรายชื่อส่วนประกอบ,,Y,237,2019-02-21 10:52:28,2019-02-21 10:52:28
238,กฎหมายระเบียบ,การติดฉลากอาหารก่อภูมิแพ้ของฮ่องกง : มีความจำเป็นหรือไม่ในการระบุสารก่อภูมิแพ้ถ้าในส่วนประกอบตัวมันเองบอกลักษณะธรรมชาตินั้นแล้ว,,ไม่จำเป็นต้องระบุสารก่อภูมิแพ้ในรายชื่อส่วนประกอบถ้าชื่อของอาหารซึ่งสารก่อภูมิแพ้นั้นผลิตมาจากอาหารนั้นปรากฏในชื่อของส่วนประกอบแล้ว เช่น milk solids ระบุชัดเจนแล้วว่ามาจาก milk จึงไม่จำเป็นต้องติดฉลากอีกว่า milk solids (contain milk) ในทำนองเดียวกัน ท่านสามารถติดฉลากว่า Egg white powder ซึ่งยอมรับได้แทนที่จะติดว่า Egg white powder (egg product) ซึ่งค่อนข้างยาวและไม่จำเป็น,,Y,238,2019-02-21 10:52:28,2019-02-21 10:52:28
239,กฎหมายระเบียบ,การติดฉลากอาหารก่อภูมิแพ้ของฮ่องกง : เราจะสามารถตรวจพบการมีอยู่ของสารก่อภูมิแพ้ในอาหารได้อย่างไร วิธีการใดที่รัฐบาลยอมรับในการตรวจสอบสารก่อภูมิแพ้,,"วิธีแรก คือ การตรวจดูในรายชื่อส่วนประกอบว่ามีสารก่อภูมิแพ้หรือไม่ มี test kit จำหน่ายเชิงพาฯชย์เพื่อการตรวจสอบ 
สามารถหารายละเอียดได้จาก AOAC International หรือผู้จำหน่าย test kit ELISA รัฐบาลจะมีการพิจารณาการพัฒนาล่าสุดของกระบวนการมดสอบเพื่อตัดสินว่าจะใช้วิธีการใด ปัจจุบันยอมรับการใช้ test kit ELISA",,Y,239,2019-02-21 10:52:28,2019-02-21 10:52:28
240,กฎหมายระเบียบ,อาหารส่วนใหญ่ในฮ่องกงมาจากจีนและจากประเทศในเอเชียตะวันออกเฉียงใต้ซึ่งไม่มีระบบการจัดการเรื่องอาหารก่อภูมิแพ้ดังนั้นจึงเป็นการยากที่ผู้นำเข้าฮ่องกงหรือผู้ค้าปลีกจะดำเนินการให้เป็นไปตามระเบียบติดฉลากอาหารก่อภูมิแพ้,,ถึงแม้ประเทศเหล่านี้จะไม่มีระบบการจัดการเรื่องอาหารก่อภูมิแพ้ แต่โรงงานควรจะมีความรู้เรื่องสารก่อภูมิแพ้เมื่อมีการค้าขายกับต่างประเทศ,,Y,240,2019-02-21 10:52:28,2019-02-21 10:52:28
241,กฎหมายระเบียบ,การติดฉลากอาหารก่อภูมิแพ้ของฮ่องกง : อะไรคือระดับการตรวจพบ (detection limit) สารก่อภูมิแพ้ที่ยอมรับได้ในอาหาร,,การมีระดับ detection limit ที่ต่ำโดยเทคโนโลยีที่ดีที่สุดจะนำมาใช้ในการตรวจสอบตัวอย่างอาหารการอ้างอิงขณะนี้ใช้จากที่มีใน test kit เชิงพาณิชย์ ,,Y,241,2019-02-21 10:52:28,2019-02-21 10:52:28
242,กฎหมายระเบียบ,การติดฉลากอาหารก่อภูมิแพ้ของฮ่องกง : จะสามารถติดฉลากว่า Salmon and Mackerel แทนคำว่า Salmon (fish) and Mackerel (fish),,ไม่ได้ เนื่องจากในระเบียบใหม่นี้ระบุว่า จะต้องระบุสารก่อภูมิแพ้ในรายชื่อส่วนประกอบซึ่งคือการระบุคำว่า fish เพราะในรายชื่อส่วนประกอบอาหารจะใช้ชื่อสามัญหรือชื่อทั่วไปที่ผู้บริโภคเข้าใจ ซึ่งจะระบุว่า Salmon and Mackerel จึงถือว่ายังไม่มีการระบุสารก่อภูมิแพ้ ,,Y,242,2019-02-21 10:52:28,2019-02-21 10:52:28
243,กฎหมายระเบียบ,การติดฉลากอาหารก่อภูมิแพ้ของฮ่องกง : ตามองค์การมาตรฐานอาหารระหว่างประเทศ ตัวช่วยแปรรูป (Processing aids) จะได้รับการยกเว้นไม่ต้องติดฉลากในรายชื่อส่วนประกอบอาหาร จะถือว่าได้รับการยกเว้นไม่ต้องติดฉลากอาหารก่อภูมิแพ้หรือไม่,,เนื่องจากสารก่อภูมิแพ้แม้เพียงเล็กน้อยก็ทำให้เกิดอาหารภูมิแพ้แก่ผู้แพ้อาหารชนิดนั้นๆได้ ดังนั้น Processing aids ทุกชนิดที่มีสารก่อภูมิแพ้จึงต้องระบุไว้ในรายชื่อส่วนประกอบอาหารและไม่ได้รับการยกเว้นใดๆจากการติดฉลากอาหารก่อภูมิแพ้,,Y,243,2019-02-21 10:52:28,2019-02-21 10:52:28
244,กฎหมายระเบียบ,การติดฉลากอาหารก่อภูมิแพ้ของฮ่องกง : ถ้ามีการตรวจพบสารก่อภูมิแพ้ที่ระดับ ppd. เท่านั้นไม่ใช่ระดับ ppm. จำเป็นหรือไม่ที่จะติดฉลากอาหารก่อภูมิแพ้,,การตรวจพบโดย ELISA ปัจจุบันอยู่ที่ระดับ ppm. ยังไม่มีการตรวจพบในระดับ ppb.,,Y,244,2019-02-21 10:52:28,2019-02-21 10:52:28
245,กฎหมายระเบียบ,ฮ่องกงกำหนดรูปแบบใดๆในการติดฉลากอาหารก่อภูมิแพ้หรือไม่,,"แนะนำให้ใช้รูปแบบหนึ่งดังต่อไปนี้
1. ใช้ข้อความ เช่น Contain.........โดยระบุชื่อสารก่อภูมิแพ้ เช่น contains soy and milk 
2. ใช้เป็นวงเล็บตามหลังชื่อส่วนประกอบหรือ class name ซึ่งสารก่อภูมิแพ้นั้นมีอยู่ในส่วนประกอบ เช่น natural flavour (peanut and soybean) , whey (milk) , mackerel (fish)
3. ใช้ในชื่อส่วนประกอบเลย โดยใช้ชื่อต้องชัดเจนการมีอยู่ของสารก่อภูมิแพ้ เช่น natural peanut flavour, egg white powder ,peanut paste
4. ใช้ตัวหนาหรือการเน้น (highlighting) ในการระบุส่วนประกอบ หรือในข้อความให้ข้อมูลภูมิแพ้ติดกันทันทีต่อจากการระบุส่วนประกอบ",,Y,245,2019-02-21 10:52:28,2019-02-21 10:52:28
246,กฎหมายระเบียบ,เนื่องจากมีความแตกต่างกันในการทดสอบในฮ่องกง จีน และเอเชีย เป็นการยากที่ผู้ค้าจะสามารถทดสอบสารก่อภูมิแพ้หรือส่วนประกอบมากกว่าที่ระบุไว้ตาม website ของภาครัฐ พ่อค้าควรจะทำอย่างไร,,เป็นความรับผิดชอบของพ่อค้าหรือผู้นำเข้าในการรับข้อมูลที่เกี่ยวข้องจากโรงงาน/ผู้ประกอบการเกี่ยวกับสารก่อภูมิแพ้และวัตถุเจือปนอาหารที่มีอยู่ในอาหาร,,Y,246,2019-02-21 10:52:28,2019-02-21 10:52:28
247,กฎหมายระเบียบ,เพื่อให้เป็นไปตามข้อกำหนดเรื่องอาหารก่อภูมิแพ้ ผู้ประกอบการเบียร์ในฮ่องกง ซึ่งมีธัญพืช เช่น ม๊อลท์เป็นส่วนประกอบจะได้รับการยกเว้นจากการติดฉลากอาหารก่อภูมิแพ้หรือไม่,,ตามกฎหมายของฮ่องกง กำหนดไว้ว่า เครื่องดื่มที่มีแอลกอฮอล์มากกว่า 1.2 % แต่น้อยกว่า 10 % จะได้รับการยกเว้นไม่ต้องติดฉลากส่วนประกอบ ดังนั้น จึงไม่ต้องติดฉลากอาหารก่อภูมิแพ้ แต่หากรายชื่อส่วนประกอบเมื่อใด ก็จะต้องติดฉลากอาหารก่อภูมิแพ้เมื่อนั้น,,Y,247,2019-02-21 10:52:28,2019-02-21 10:52:28
248,ความรู้ทั่วไป,สำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ (มกอช.) ก่อตั้งขึ้นเมื่อใด,,"มกอช.เป็นส่วนราชการระดับกรม จัดตั้งขึ้นภายใต้กลุ่มอำนวยการกระทรวงเกษตรและสหกรณ์ พ.ร.บ. ปรับปรุงกระทรวง ทบวง กรม 
และกฎหมายแบ่งส่วนราชการ เมื่อวันที่ 9 ตุลาคม 2545 ",,Y,248,2019-02-21 10:52:28,2019-02-21 10:52:28
249,ความรู้ทั่วไป,มกอช. ตั้งอยู่ที่ใด,,"สำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ( มกอช.) มีสถานที่ตั้งอยู่ภายใน มหาวิทยาลัยเกษตรศาสตร์(บางเขน) 

- เลขที่ 50 ถนนพหลโยธิน แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 

- เว็บไซต์ www.acfs.go.th",,Y,249,2019-02-21 10:52:28,2019-02-21 10:52:28
250,ความรู้ทั่วไป,วิสัยทัศน์ของ มกอช. คืออะไร,,มกอช. เป็นองค์กรนำด้านการมาตรฐานสินค้าเกษตรและอาหารสู่ระดับสากล ,,Y,250,2019-02-21 10:52:28,2019-02-21 10:52:28
251,ความรู้ทั่วไป,สำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ (มกอช.) มีหน้าที่อะไร,,"ตามกฎกระทรวงแบ่งส่วนราชการ พ.ศ. 2545 ได้กำหนดให้ มกอช. มีอำนาจหน้าที่ความรับผิดชอบ ดังนี้
1. กำหนดมาตรฐานสินค้าเกษตร สินค้าแปรรูป และสินค้าอาหาร
2. กำกับ ดูแล และเฝ้าระวังด้านความปลอดภัยด้านอาหาร
3. ออกใบอนุญาต และรับรองผู้รับรองมาตรฐาน และผู้ประกอบการเกี่ยวกับมาตรฐานและฉลากคุณภาพสินค้าเกษตร สินค้าเกษตรแปรรูป และสินค้าอาหาร 
4. ประสานงานและร่วมเจรจาแก้ไขปัญหาด้านเทคนิค มาตรการที่มิใช่ภาษี และการกำหนดมาตรฐานระหว่างประเทศ
5. เป็นศูนย์กลางข้อมูลสารสนเทศด้านมาตรฐานสินค้าเกษตร สินค้าเกษตรแปรรูปและอาหาร
6. ทำหน้าที่ฝ่ายเลขานุการของคณะกรรมการมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ7. ปฏิบัติการอื่นใดตามที่กฎหมายกำหนดให้เป็นอำนาจหน้าที่ของสำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ หรือตามที่กระทรวง หรือคณะรัฐมนตรีมอบหมาย ",,Y,251,2019-02-21 10:52:28,2019-02-21 10:52:28
252,ความรู้ทั่วไป,โครงสร้างของ มกอช. ประกอบด้วยหน่วยงานใดบ้าง,,"โครงสร้างการบริหารของ มกอช. ประกอบด้วย
1. สำนักงานเลขานุการกรม (สลก.)
2. กองนโยบายมาตรฐานสินค้าเกษตรและอาหาร (กนม.)
3. สำนักมาตรฐานสินค้าและระบบคุณภาพ (สมส.)
4. สำนักรับรองมาตรฐานสินค้าและระบบคุณภาพ (สรม.)
5. ศูนย์สารสนเทศ (ศสท.)
6. กลุ่มตรวจสอบภายใน (กตน.)
7. กลุ่มพัฒนาระบบบริหาร (กพร.) ",,Y,252,2019-02-21 10:52:28,2019-02-21 10:52:28
253,ความรู้ทั่วไป,สำนักงานเลขานุการกรม (สลก.) มีหน้าที่อะไร,,"1. ดำเนินการเกี่ยวกับงานช่วยอำนวยการและเลขานุการของสำนักงาน
2. ปฏิบัติงานสารบรรณ งานอาคารสถานที่และยานพาหนะของสำนักงาน
3. ดำเนินการเกี่ยวกับการเงิน การบัญชี การงบประมาณ การพัสดุของสำนักงาน
4. จัดระบบงานและบริหารงานบุคคลของสำนักงาน
5. ดำเนินการเกี่ยวกับการปรับปรุงยกร่างกฎหมาย กฏระเบียบ นิติกรรม สัญญา ความผิดทางละเมิดและกฎหมายที่เกี่ยวข้อง
6. ปฏิบัติงานประชาสัมพันธ์และเผยแพร่
7. ปฏิบัติงานร่วมกับหรือสนับสนุนการปฏิบัติงานของหน่วยงานอื่นๆ ที่เกี่ยวข้อง หรือที่ได้รับมอบหมาย ",,Y,253,2019-02-21 10:52:28,2019-02-21 10:52:28
254,ความรู้ทั่วไป,กองนโยบายมาตรฐานสินค้าเกษตรและอาหาร (กนม.) มีหน้าที่อะไร,,"1. จัดทำนโยบาย มาตรการ แผนงาน โครงการ ตลอดจนประสานงานกับหน่วยงานที่เกี่ยวข้องทั้งภายในและต่างประเทศในการกำหนดมาตรการและแก้ไขปัญหาด้านมาตรฐานและคุณภาพสินค้าเกษตรและอาหาร
2. ศึกษา วิเคราะห์ วิจัย และสนับสนุนการวิจัยเพื่อพัฒนาคุณภาพมาตรฐานและการรับรองระบบมาตรฐานสินค้าเกษตรและอาหาร
3. ศึกษา วิเคราะห์ วิจัยในการประเมินความเสี่ยงเกี่ยวกับสินค้าเกษตรและอาหาร
4. จัดลำดับความสำคัญผลิตภัณฑ์และสินค้าที่ต้องการให้มีการควบคุมคุณภาพและรับรองผู้ผลิตและผู้ประกอบการ
5. เป็นหน่วยงานกลางประสานงานภาคเอกชนกับภาครัฐในเรื่องการมาตรฐานและคุณภาพสินค้าเกษตรและอาหาร
6. เป็นหน่วยงานกลางในการกำหนดท่าทีในเวทีโลก การเจรจาต่อรอง และการแก้ไขปัญหาเกี่ยวกับมาตรฐาน คุณภาพและข้อกีดกันทางการค้าสินค้าเกษตรและอาหารระหว่างประเทศ การดำเนินการภายใต้ความตกลงว่าด้วยการใช้บังคับมาตรการสุขอนามัยและสุขอนามัยพืชภายใต้องค์การการค้าโลก รวมทั้งส่วนที่เกี่ยวข้องกับสินค้าเกษตรและอาหารในความตกลงว่าด้วยอุปสรรคทางเทคนิคต่อการค้า
7. ปฏิบัติงานร่วมกับหรือสนับสนุนการปฏิบัติงานของหน่วยงานอื่นๆ ที่เกี่ยวข้องหรือที่ได้รับมอบหมาย",,Y,254,2019-02-21 10:52:28,2019-02-21 10:52:28
255,ความรู้ทั่วไป,สำนักมาตรฐานสินค้าและระบบคุณภาพ (สมส.) มีหน้าที่อะไร,,"1. ศึกษา ค้นคว้า วิจัย และสนับสนุนการวิจัยเพื่อกำหนดมาตรฐานสินค้าเกษตรและอาหารทั้งมาตรฐานสินค้าและมาตรฐานระบบ
2. จัดทำรายละเอียดการตรวจรับรองระบบคุณภาพจากฟาร์มถึงผู้บริโภค
3. ศึกษา ค้นคว้า วิจัย เพื่อพัฒนาและฝึกอบรมผู้ประกอบการให้ทราบถึงระบบมาตรฐานและการพัฒนาสินค้าเกษตรและอาหารทั้งระบบคุณภาพ
4. ศึกษา ค้นคว้า วิจัยมาตรฐานสินค้าระหว่างประเทศ และเป็นหน่วยงานกลางในการประสานกับองค์การที่เกี่ยวข้องกับมาตรฐานสินค้าเกษตรและอาหารระหว่างประเทศครอบคลุมโครงการมาตรฐานอาหารระหว่างประเทศภายใต้ความร่วมมือระหว่างองค์การอาหารและเกษตรแห่งสหประชาชาติและองค์การอนามัยโลก องค์การโรคระบาดสัตว์ระหว่างประเทศ สำนักงานอนุสัญญาว่าด้วยการอารักขาพืชระหว่างประเทศและอื่น ๆ
5. ปฏิบัติงานร่วมกับหรือสนับสนุนการปฏิบัติงานของหน่วยงานอื่นๆที่เกี่ยวข้องหรือที่ได้รับมอบหมาย ",,Y,255,2019-02-21 10:52:28,2019-02-21 10:52:28
256,ความรู้ทั่วไป,สำนักรับรองมาตรฐานสินค้าและระบบคุณภาพ เป็นหน่วยงานเกี่ยวกับอะไร,,สำนักรับรองมาตรฐานสินค้าและระบบคุณภาพ (สรม.) ภายใต้สำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ (มกอช.) จะทำหน้าที่เป็นหน่วยงานหลักในการกำกับดูแล และให้การรับรองระบบงาน(Accreditation Body (AB)) แก่หน่วยงานตรวจสอบรับรอง(Certification Body(CB)) ที่ให้การบริการด้านการตรวจสอบและรับรองระบบการผลิต และผลิตภัณฑ์เกี่ยวกับสินค้าเกษตรและอาหารตามมาตรฐานสากล เพื่อให้เป็นที่ยอมรับต่อเกษตรกร ผู้ผลิต และประเทศคู่ค้า ,,Y,256,2019-02-21 10:52:28,2019-02-21 10:52:28
257,ความรู้ทั่วไป,สำนักรับรองมาตรฐานสินค้าและระบบคุณภาพ (สรม.) ทำหน้าที่อะไร,,"1. ตรวจสอบและรับรองหน่วยงานหรือผู้ตรวจรับรอง ผู้ตรวจสอบ ที่ปรึกษา และผู้ประกอบการ ทั้งภาครัฐและเอกชนที่ประกอบการตรวจสอบมาตรฐาน
2. ตรวจสอบ ติดตามประสานและกำกับการปฏิบัติงานของผู้ประกอบการรับรองมาตรฐาน
3. ศึกษา วิจัย ระบบรับรองมาตรฐานสินค้าเกษตรและอาหาร ทั้งในประเทศและต่างประเทศ
4. ประสานกับหน่วยงานหรือผู้ที่ได้รับมอบหมาย เป็นผู้มีอำนาจรับรองมาตรฐานคุณภาพสินค้าให้ดำเนินการตามกฎหมายและบริหารแก่ผู้ประกอบการอย่างรวดเร็วและมีประสิทธิภาพ
5. รับคำร้องขออนุญาตส่งออก นำเข้าสินค้าเกษตรและอาหารรวมทั้งขึ้นทะเบียนผู้ประกอบการสินค้าเกษตรและอาหาร
6. ปฏิบัติงานร่วมกันหรือสนับสนุนการปฏิบัติงานของหน่วยงานอื่นๆ ที่เกี่ยวข้องหรือที่ได้รับมอบหมาย ",,Y,257,2019-02-21 10:52:28,2019-02-21 10:52:28
258,ความรู้ทั่วไป,ศูนย์สารสนเทศ (ศสท.) ทำหน้าที่อะไร,,"1. เป็นศูนย์ข้อมูลเกี่ยวกับมาตรฐานสินค้าเกษตรและอาหารทั้งในและระหว่างประเทศ
2. วางระบบเครือข่ายเพื่อพัฒนาข้อมูลสารสนเทศให้สามารถเชื่อมโยงผู้ประกอบการ หน่วยงานของรัฐ และหน่วยงานระหว่างประเทศให้มีความทันสมัย ทันต่อเหตุการณ์
3. แจ้งข่าวสารข้อมูลที่อาจมีผลกระทบต่อระบบมาตรฐานและการค้าระหว่างประเทศแก่หน่วยงานที่เกี่ยวข้อง
4. ให้บริการข้อมูล ข่าวสารแก่ประชาชนและส่วนราชการเพื่อสร้างความเข้าใจในมาตรฐานสินค้าและมาตรฐานระบบ
5. ปฏิบัติงานร่วมกับหรือสนับสนุนการปฏิบัติงานของหน่วยงานอื่นๆ ที่เกี่ยวข้องหรือได้รับมอบหมาย ",,Y,258,2019-02-21 10:52:28,2019-02-21 10:52:28
259,ความรู้ทั่วไป,กลุ่มพัฒนาระบบบริหาร (กพร.) ทำหน้าที่อะไร,,"1. เสนอแนะให้คำปรึกษาแก่หัวหน้าส่วนราชการเกี่ยวกับยุทธศาสตร์การพัฒนาระบบบริหารภายในกรมให้สอดคล้องกับแนวทาง ของ ก.พ.ร. ซึ่งครอบคลุมถึง
- การปรับบทบาท ภารกิจและโครงสร้างส่วนราชการ
- การปรับกลไกวิธีการบริหารราชการ วิธีการปฏิบัติงานของข้าราชการ ระบบบุคลากรภายในกรม
- การปรับเปลี่ยนวัฒนธรรม ค่านิยมของข้าราชการและเจ้าหน้าที่ของรัฐ
2. ติดตาม ประเมินผลและจัดทำรายงานเกี่ยวกับการพัฒนาระบบบริหารราชการในกรม
3. ประสาน และดำเนินการร่วมกับหน่วยงานกลางต่างๆ และหน่วยงานภายในกรม เพื่อให้การปฏิบัติงานเกี่ยวกับการพัฒนาระบบราชการบรรลุตามวัตถุประสงค์เป้าหมายอย่างมีประสิทธิภาพและประสิทธิผล
4. ปฏิบัติงานอื่น ตามที่ได้รับมอบหมาย ",,Y,259,2019-02-21 10:52:28,2019-02-21 10:52:28
260,ความรู้ทั่วไป,กลุ่มตรวจสอบภายใน (กตน.) ทำหน้าที่อะไร,,"1. ตรวจสอบและประเมินผลการดำเนินงานตามแผนงาน งาน/โครงการที่มีความสำคัญต่อผลสำเร็จของนโยบาย หรืองาน/โครงการที่มีความเสี่ยงสูงหรือที่มีสัญญาณบอกเหตุว่าจะเกิดความเสียหายต่อหน่วยงาน
2. ประเมินความเสี่ยงเพื่อวางแผนการตรวจสอบ และจัดทำแผนการตรวจสอบประจำปี เสนอ ผู้อำนวยการสำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติเพื่อพิจารณาอนุมัติ
3. ให้คำปรึกษา แนะนำและให้ความเห็นเกี่ยวกับกฎหมาย ระเบียบ ข้อบังคับ และมติคณะรัฐมนตรี เกี่ยวข้องกับระบบการควบคุมภายในและการตรวจสอบภายใน ต่อผู้อำนวยการสำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ หน่วยรับตรวจและบุคคลที่เกี่ยวข้อง
4. ปฏิบัติงานตรวจสอบอื่นใดตามที่ได้รับมอบหมาย จากผู้อำนวยการสำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ ",,Y,260,2019-02-21 10:52:28,2019-02-21 10:52:28
261,ความรู้ทั่วไป,คณะกรรมการมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ (มอกช.) มีหน้าที่อะไร,,"คณะกรรมการฯ ดังกล่าวมีอำนาจหน้าที่ดังต่อไปนี้
1. กำหนดนโยบายและแผนงาน มาตรการเกี่ยวกับมาตรฐานคุณภาพสินค้าเกษตรและอาหาร และมาตรฐานระบบ และกำกับดูแลให้เป็นไปตามนโยบาย
2. กำหนดมาตรฐานสินค้าเกษตรและอาหาร และมาตรฐานระบบ
3. กำหนด กำกับดูแลหน่วยงานที่รับผิดชอบในการตรวจสอบรับรองมาตรฐานสินค้าเกษตรและอาหาร และมาตรฐานระบบ
4. ส่งเสริม สนับสนุนการพัฒนาคุณภาพมาตรฐานสินค้าเกษตรและอาหาร และมาตรฐานระบบ
5. กำหนดระเบียบ ข้อบังคับ ประกาศ และคำสั่งอื่นใด เพื่อปฏิบัติการให้เป็นไปตามอำนาจหน้าที่
6. แต่งตั้งคณะอนุกรรมการหรือคณะทำงานได้ตามที่เห็นสมควร
7. ปฏิบัติการอื่นตามที่คณะรัฐมนตรีมอบหมายโดยที่รัฐมนตรีว่าการกระทรวงเกษตรและสหกรณ์เป็นประธานกรรมการ ผู้อำนวยการสำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติเป็นกรรมการและเลขานุการ",,Y,261,2019-02-21 10:52:28,2019-02-21 10:52:28
262,ความรู้ทั่วไป,ติดต่อขอข้อมูลเกี่ยวกับสำนักรับรองมาตรฐานสินค้าและระบบคุณภาพได้ที่ไหน,,ติดต่อขอข้อมูล หรือยื่นขอรับการรับรองได้ที่ สำนักรับรองมาตรฐานสินค้าและระบบคุณภาพ เกษตรกลาง บางเขน กรุงเทพฯ 10900 ติดต่อที่ กลุ่มพัฒนาระบบคุณภาพ โทร.0-2579-8384 โทรสาร 0-2579-8371 ,,Y,262,2019-02-21 10:52:28,2019-02-21 10:52:28
